cve_ent,cve_mun,cve_loc,nom_loc
"12	","052	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","052	","9999	","Localidad no especificada"
"12	","053	","0000	","San Marcos"
"12	","053	","0001	","San Marcos"
"12	","053	","0039	","Las Mesas"
"12	","053	","0067	","Las Vigas"
"12	","053	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","054	","0000	","San Miguel Totolapan"
"12	","054	","0001	","San Miguel Totolapan"
"12	","054	","0149	","Valle Luz"
"12	","054	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","054	","9999	","Localidad no especificada"
"12	","055	","0000	","Taxco de Alarcón"
"12	","055	","0001	","Taxco de Alarcón"
"12	","055	","0002	","Acamixtla"
"12	","055	","0039	","Acuitlapán"
"12	","055	","0049	","Taxco el Viejo"
"12	","055	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","055	","9999	","Localidad no especificada"
"12	","056	","0000	","Tecoanapa"
"12	","056	","0001	","Tecoanapa"
"12	","056	","0003	","Las Ánimas"
"12	","056	","0048	","Xalpatláhuac"
"12	","056	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","056	","9999	","Localidad no especificada"
"12	","057	","0000	","Técpan de Galeana"
"12	","057	","0001	","Técpan de Galeana"
"12	","057	","0055	","Nuxco"
"12	","057	","0059	","Papanoa"
"12	","057	","0079	","San Luis de la Loma"
"12	","057	","0080	","San Luis San Pedro"
"12	","057	","0088	","Tenexpa"
"12	","057	","0097	","Villa Rotaria"
"12	","057	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","057	","9999	","Localidad no especificada"
"12	","058	","0000	","Teloloapan"
"12	","058	","0001	","Teloloapan"
"12	","058	","0029	","Cerro Alto"
"12	","058	","0031	","Coatepec Costales"
"12	","058	","0066	","Oxtotitlán"
"12	","058	","0104	","Tonalapa del Río"
"12	","058	","0107	","Totoltepec"
"12	","058	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","058	","9999	","Localidad no especificada"
"12	","059	","0000	","Tepecoacuilco de Trujano"
"12	","059	","0001	","Tepecoacuilco de Trujano"
"12	","059	","0002	","Acayahualco"
"12	","059	","0008	","Mayanalán"
"12	","059	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","059	","9999	","Localidad no especificada"
"12	","060	","0000	","Tetipac"
"12	","060	","0001	","Tetipac"
"12	","060	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","061	","0000	","Tixtla de Guerrero"
"12	","061	","0001	","Tixtla de Guerrero"
"12	","061	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","061	","9999	","Localidad no especificada"
"12	","062	","0000	","Tlacoachistlahuaca"
"12	","062	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","063	","0000	","Tlacoapa"
"12	","063	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","064	","0000	","Tlalchapa"
"12	","064	","0001	","Tlalchapa"
"12	","064	","0006	","Cuauhlotitlán"
"12	","064	","0016	","San Miguel Tecomatlán"
"12	","064	","0022	","Villa Madero (El Potrero)"
"12	","064	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","064	","9999	","Localidad no especificada"
"12	","065	","0000	","Tlalixtaquilla de Maldonado"
"12	","065	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","066	","0000	","Tlapa de Comonfort"
"12	","066	","0001	","Tlapa de Comonfort"
"12	","066	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","066	","9999	","Localidad no especificada"
"12	","067	","0000	","Tlapehuala"
"12	","067	","0001	","Tlapehuala"
"12	","067	","0013	","Nuevo Guerrero"
"12	","067	","0017	","San José Poliutla"
"12	","067	","0018	","San Juan Mina"
"12	","067	","0019	","Santo Niño (Santo Niño de Atocha)"
"12	","067	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","068	","0000	","La Unión de Isidoro Montes de Oca"
"12	","068	","0001	","La Unión"
"12	","068	","0051	","El Naranjito"
"12	","068	","0063	","Petacalco"
"12	","068	","0093	","Zacatula"
"12	","068	","0154	","Troncones (Emiliano Zapata)"
"12	","068	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","068	","9999	","Localidad no especificada"
"12	","069	","0000	","Xalpatláhuac"
"12	","069	","0001	","Xalpatláhuac"
"12	","069	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","070	","0000	","Xochihuehuetlán"
"12	","070	","0001	","Xochihuehuetlán"
"12	","070	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","071	","0000	","Xochistlahuaca"
"12	","071	","0001	","Xochistlahuaca"
"12	","071	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","072	","0000	","Zapotitlán Tablas"
"12	","072	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","072	","9999	","Localidad no especificada"
"12	","073	","0000	","Zirándaro"
"12	","073	","0001	","Zirándaro de los Chávez"
"12	","073	","0011	","Aratichanguio"
"12	","073	","0074	","Guayameo"
"12	","073	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","074	","0000	","Zitlala"
"12	","074	","0001	","Zitlala"
"12	","074	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","074	","9999	","Localidad no especificada"
"12	","075	","0000	","Eduardo Neri"
"12	","075	","0001	","Zumpango del Río"
"12	","075	","0023	","Xochipala"
"12	","075	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","075	","9999	","Localidad no especificada"
"12	","076	","0000	","Acatepec"
"12	","076	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","077	","0000	","Marquelia"
"12	","077	","0001	","Marquelia"
"12	","077	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","080	","0000	","Juchitán"
"12	","080	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","081	","0000	","Iliatenco"
"12	","081	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"12	","998	","0000	","No aplica"
"12	","999	","0000	","Municipio no especificado"
"12	","999	","9999	","Localidad no especificada"
"13	","000	","0000	","Hidalgo"
"13	","001	","0000	","Acatlán"
"13	","001	","0001	","Acatlán"
"13	","001	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","001	","9999	","Localidad no especificada"
"13	","002	","0000	","Acaxochitlán"
"13	","002	","0001	","Acaxochitlán"
"13	","002	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","002	","9999	","Localidad no especificada"
"13	","003	","0000	","Actopan"
"13	","003	","0001	","Actopan"
"13	","003	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","003	","9999	","Localidad no especificada"
"13	","004	","0000	","Agua Blanca de Iturbide"
"13	","004	","0001	","Agua Blanca de Iturbide"
"13	","004	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","005	","0000	","Ajacuba"
"13	","005	","0001	","Ajacuba"
"13	","005	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","006	","0000	","Alfajayucan"
"13	","006	","0001	","Alfajayucan"
"13	","006	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","007	","0000	","Almoloya"
"13	","007	","0001	","Almoloya"
"13	","007	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","008	","0000	","Apan"
"13	","008	","0001	","Apan"
"13	","008	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","008	","9999	","Localidad no especificada"
"13	","009	","0000	","El Arenal"
"13	","009	","0001	","El Arenal"
"13	","009	","0005	","El Jiadi"
"13	","009	","0007	","Ojo de Agua San José Tepenene"
"13	","009	","0011	","San José Tepenene"
"13	","009	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","010	","0000	","Atitalaquia"
"13	","010	","0001	","Atitalaquia"
"13	","010	","0002	","Cardonal"
"13	","010	","0008	","Tlamaco (San Gerónimo Tlamaco)"
"13	","010	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","010	","9999	","Localidad no especificada"
"13	","011	","0000	","Atlapexco"
"13	","011	","0001	","Atlapexco"
"13	","011	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","011	","9999	","Localidad no especificada"
"13	","012	","0000	","Atotonilco el Grande"
"13	","012	","0001	","Atotonilco el Grande"
"13	","012	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","012	","9999	","Localidad no especificada"
"13	","013	","0000	","Atotonilco de Tula"
"13	","013	","0001	","Atotonilco de Tula"
"13	","013	","0005	","La Cañada"
"13	","013	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","013	","9999	","Localidad no especificada"
"13	","014	","0000	","Calnali"
"13	","014	","0001	","Calnali"
"13	","014	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","015	","0000	","Cardonal"
"13	","015	","0001	","Cardonal"
"13	","015	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","016	","0000	","Cuautepec de Hinojosa"
"13	","016	","0001	","Cuautepec"
"13	","016	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","016	","9999	","Localidad no especificada"
"13	","017	","0000	","Chapantongo"
"13	","017	","0001	","Chapantongo"
"13	","017	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","017	","9999	","Localidad no especificada"
"13	","018	","0000	","Chapulhuacán"
"13	","018	","0001	","Chapulhuacán"
"13	","018	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","019	","0000	","Chilcuautla"
"13	","019	","0001	","Chilcuautla"
"13	","019	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","020	","0000	","Eloxochitlán"
"13	","020	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","020	","9999	","Localidad no especificada"
"13	","021	","0000	","Emiliano Zapata"
"13	","021	","0001	","Emiliano Zapata"
"13	","021	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","022	","0000	","Epazoyucan"
"13	","022	","0001	","Epazoyucan"
"13	","022	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","022	","9999	","Localidad no especificada"
"13	","023	","0000	","Francisco I. Madero"
"13	","023	","0001	","Tepatepec"
"13	","023	","0014	","San Juan Tepa"
"13	","023	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","023	","9999	","Localidad no especificada"
"13	","024	","0000	","Huasca de Ocampo"
"13	","024	","0001	","Huasca de Ocampo"
"13	","024	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","025	","0000	","Huautla"
"13	","025	","0001	","Huautla"
"13	","025	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","025	","9999	","Localidad no especificada"
"13	","026	","0000	","Huazalingo"
"13	","026	","0001	","Huazalingo"
"13	","026	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","027	","0000	","Huehuetla"
"13	","027	","0001	","Huehuetla"
"13	","027	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","027	","9999	","Localidad no especificada"
"13	","028	","0000	","Huejutla de Reyes"
"13	","028	","0001	","Huejutla de Reyes"
"13	","028	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","028	","9999	","Localidad no especificada"
"13	","029	","0000	","Huichapan"
"13	","029	","0001	","Huichapan"
"13	","029	","0024	","San José Atlán"
"13	","029	","0029	","Tlaxcalilla"
"13	","029	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","029	","9999	","Localidad no especificada"
"13	","030	","0000	","Ixmiquilpan"
"13	","030	","0001	","Ixmiquilpan"
"13	","030	","0004	","Bangandhó"
"13	","030	","0028	","Maguey Blanco"
"13	","030	","0041	","Los Remedios"
"13	","030	","0048	","El Tephé"
"13	","030	","0099	","Botenguedho"
"13	","030	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","030	","9999	","Localidad no especificada"
"13	","031	","0000	","Jacala de Ledezma"
"13	","031	","0001	","Jacala"
"13	","031	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","031	","9999	","Localidad no especificada"
"13	","032	","0000	","Jaltocán"
"13	","032	","0001	","Jaltocán"
"13	","032	","9999	","Localidad no especificada"
"13	","033	","0000	","Juárez Hidalgo"
"13	","033	","0001	","Juárez Hidalgo"
"13	","033	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","034	","0000	","Lolotla"
"13	","034	","0001	","Lolotla"
"13	","034	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","035	","0000	","Metepec"
"13	","035	","0001	","Metepec"
"13	","035	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","035	","9999	","Localidad no especificada"
"13	","036	","0000	","San Agustín Metzquititlán"
"13	","036	","0001	","Mezquititlán"
"13	","036	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","037	","0000	","Metztitlán"
"13	","037	","0001	","Metztitlán"
"13	","037	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","037	","9999	","Localidad no especificada"
"13	","038	","0000	","Mineral del Chico"
"13	","038	","0001	","Mineral del Chico"
"13	","038	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","039	","0000	","Mineral del Monte"
"13	","039	","0001	","Mineral del Monte"
"13	","039	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","039	","9999	","Localidad no especificada"
"13	","040	","0000	","La Misión"
"13	","040	","0001	","La Misión"
"13	","040	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","041	","0000	","Mixquiahuala de Juárez"
"13	","041	","0001	","Mixquiahuala de Juárez"
"13	","041	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","041	","9999	","Localidad no especificada"
"13	","042	","0000	","Molango de Escamilla"
"13	","042	","0001	","Molango de Escamilla"
"13	","042	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","042	","9999	","Localidad no especificada"
"13	","043	","0000	","Nicolás Flores"
"13	","043	","0001	","Nicolás Flores"
"13	","044	","0000	","Nopala de Villagrán"
"13	","044	","0001	","Nopala de Villagrán"
"13	","044	","0030	","San Sebastián Tenochtitlán"
"13	","044	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","044	","9999	","Localidad no especificada"
"13	","045	","0000	","Omitlán de Juárez"
"13	","045	","0001	","Omitlán de Juárez"
"13	","045	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","046	","0000	","San Felipe Orizatlán"
"13	","046	","0001	","San Felipe Orizatlán"
"13	","046	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","046	","9999	","Localidad no especificada"
"13	","047	","0000	","Pacula"
"13	","047	","0001	","Pacula"
"13	","047	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","048	","0000	","Pachuca de Soto"
"13	","048	","0001	","Pachuca de Soto"
"13	","048	","0153	","El Huixmí"
"13	","048	","0158	","Santiago Tlapacoya"
"13	","048	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","048	","9999	","Localidad no especificada"
"13	","049	","0000	","Pisaflores"
"13	","049	","0001	","Pisaflores"
"13	","049	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","050	","0000	","Progreso de Obregón"
"13	","050	","0001	","Progreso de Obregón"
"13	","050	","9999	","Localidad no especificada"
"13	","051	","0000	","Mineral de la Reforma"
"13	","051	","0001	","Pachuquilla"
"13	","051	","0014	","El Saucillo"
"13	","051	","0027	","La Providencia Siglo XXI"
"13	","051	","0055	","PRI Chacón"
"13	","051	","0083	","Rinconada de los Ángeles"
"13	","051	","0084	","San Fernando"
"13	","051	","0093	","Campestre Villas del Álamo"
"13	","051	","0108	","Paseo de las Reynas"
"13	","051	","0146	","Villas del Álamo"
"13	","051	","0147	","Unidad Minera 11 de Julio"
"13	","051	","0148	","Paseos de Chavarría"
"13	","051	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","051	","9999	","Localidad no especificada"
"13	","052	","0000	","San Agustín Tlaxiaca"
"13	","052	","0001	","San Agustín Tlaxiaca"
"13	","052	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","052	","9999	","Localidad no especificada"
"13	","053	","0000	","San Bartolo Tutotepec"
"13	","053	","0001	","San Bartolo Tutotepec"
"13	","053	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","053	","9999	","Localidad no especificada"
"13	","054	","0000	","San Salvador"
"13	","054	","0001	","San Salvador"
"13	","054	","0019	","San Antonio Zaragoza"
"13	","054	","0040	","Xuchitlán"
"13	","054	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","055	","0000	","Santiago de Anaya"
"13	","055	","0001	","Santiago de Anaya"
"13	","055	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","056	","0000	","Santiago Tulantepec de Lugo Guerrero"
"13	","056	","0001	","Santiago Tulantepec"
"13	","056	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","056	","9999	","Localidad no especificada"
"13	","057	","0000	","Singuilucan"
"13	","057	","0001	","Singuilucan"
"13	","057	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","057	","9999	","Localidad no especificada"
"13	","058	","0000	","Tasquillo"
"13	","058	","0001	","Tasquillo"
"13	","058	","0004	","Caltimacán"
"13	","058	","0036	","San Isidro"
"13	","058	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","058	","9999	","Localidad no especificada"
"13	","059	","0000	","Tecozautla"
"13	","059	","0001	","Tecozautla"
"13	","059	","0030	","San Francisco"
"13	","059	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","059	","9999	","Localidad no especificada"
"13	","060	","0000	","Tenango de Doria"
"13	","060	","0001	","Tenango de Doria"
"13	","060	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","060	","9999	","Localidad no especificada"
"13	","061	","0000	","Tepeapulco"
"13	","061	","0001	","Tepeapulco"
"13	","061	","0002	","Fray Bernardino de Sahagún (Ciudad Sahagún)"
"13	","061	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","061	","9999	","Localidad no especificada"
"13	","062	","0000	","Tepehuacán de Guerrero"
"13	","062	","0001	","Tepehuacán de Guerrero"
"13	","062	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","063	","0000	","Tepeji del Río de Ocampo"
"13	","063	","0001	","Tepeji del Río de Ocampo"
"13	","063	","0006	","Melchor Ocampo (El Salto)"
"13	","063	","0008	","Ojo de Agua"
"13	","063	","0009	","San Buenaventura"
"13	","063	","0011	","San Ildefonso"
"13	","063	","0014	","Santa Ana Atzcapotzaltongo"
"13	","063	","0015	","Santa María Magdalena"
"13	","063	","0016	","Santa María Quelites"
"13	","063	","0017	","Santiago Tlapanaloya"
"13	","063	","0018	","Santiago Tlautla"
"13	","063	","0020	","Tianguistengo (La Romera)"
"13	","063	","0092	","San Mateo Segunda Sección"
"13	","063	","0098	","Tepeji del Río [Ejido]"
"13	","063	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","063	","9999	","Localidad no especificada"
"13	","064	","0000	","Tepetitlán"
"13	","064	","0001	","Tepetitlán"
"13	","064	","0003	","General Pedro María Anaya"
"13	","064	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","064	","9999	","Localidad no especificada"
"13	","065	","0000	","Tetepango"
"13	","065	","0001	","Tetepango"
"13	","065	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","066	","0000	","Villa de Tezontepec"
"13	","066	","0001	","Tezontepec"
"13	","066	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","066	","9999	","Localidad no especificada"
"13	","067	","0000	","Tezontepec de Aldama"
"13	","067	","0001	","Tezontepec de Aldama"
"13	","067	","0003	","Atengo"
"13	","067	","0009	","Presas"
"13	","067	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","068	","0000	","Tianguistengo"
"13	","068	","0001	","Tianguistengo"
"13	","068	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","069	","0000	","Tizayuca"
"13	","069	","0001	","Tizayuca"
"13	","069	","0019	","Tepojaco"
"13	","069	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","069	","9999	","Localidad no especificada"
"13	","070	","0000	","Tlahuelilpan"
"13	","070	","0001	","Tlahuelilpan"
"13	","070	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","070	","9999	","Localidad no especificada"
"13	","071	","0000	","Tlahuiltepa"
"13	","071	","0001	","Tlahuiltepa"
"13	","071	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","071	","9999	","Localidad no especificada"
"13	","072	","0000	","Tlanalapa"
"13	","072	","0001	","Tlanalapa"
"13	","072	","9999	","Localidad no especificada"
"13	","073	","0000	","Tlanchinol"
"13	","073	","0001	","Tlanchinol"
"13	","073	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","073	","9999	","Localidad no especificada"
"13	","074	","0000	","Tlaxcoapan"
"13	","074	","0001	","Tlaxcoapan"
"13	","074	","9999	","Localidad no especificada"
"13	","075	","0000	","Tolcayuca"
"13	","075	","0001	","Tolcayuca"
"13	","075	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","075	","9999	","Localidad no especificada"
"13	","076	","0000	","Tula de Allende"
"13	","076	","0001	","Tula de Allende"
"13	","076	","0008	","El Llano"
"13	","076	","0022	","San Marcos"
"13	","076	","0024	","San Miguel Vindho"
"13	","076	","0026	","Santa Ana Ahuehuepan"
"13	","076	","0027	","Santa María Ilucan"
"13	","076	","0080	","El Cielito [Rancho]"
"13	","076	","0096	","El Carmen (La Mesita)"
"13	","076	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","076	","9999	","Localidad no especificada"
"13	","077	","0000	","Tulancingo de Bravo"
"13	","077	","0001	","Tulancingo"
"13	","077	","0018	","Santa Ana Hueytlalpan"
"13	","077	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","077	","9999	","Localidad no especificada"
"13	","078	","0000	","Xochiatipan"
"13	","078	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","079	","0000	","Xochicoatlán"
"13	","079	","0001	","Xochicoatlán"
"13	","079	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","080	","0000	","Yahualica"
"13	","080	","0001	","Yahualica"
"13	","080	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","080	","9999	","Localidad no especificada"
"13	","081	","0000	","Zacualtipán de Ángeles"
"13	","081	","0001	","Zacualtipán"
"13	","081	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","081	","9999	","Localidad no especificada"
"13	","082	","0000	","Zapotlán de Juárez"
"13	","082	","0001	","Zapotlán de Juárez"
"13	","082	","0002	","Acayuca"
"13	","082	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","082	","9999	","Localidad no especificada"
"13	","083	","0000	","Zempoala"
"13	","083	","0001	","Zempoala"
"13	","083	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","083	","9999	","Localidad no especificada"
"13	","084	","0000	","Zimapán"
"13	","084	","0001	","Zimapán"
"13	","084	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"13	","084	","9999	","Localidad no especificada"
"13	","998	","0000	","No aplica"
"13	","999	","0000	","Municipio no especificado"
"13	","999	","9999	","Localidad no especificada"
"14	","000	","0000	","Jalisco"
"14	","001	","0000	","Acatic"
"14	","001	","0001	","Acatic"
"14	","001	","0054	","El Refugio (Paredones)"
"14	","001	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","002	","0000	","Acatlán de Juárez"
"14	","002	","0001	","Acatlán de Juárez"
"14	","002	","0002	","Bellavista"
"14	","002	","0004	","El Plan (El Cerrito)"
"14	","002	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","002	","9999	","Localidad no especificada"
"14	","003	","0000	","Ahualulco de Mercado"
"14	","003	","0001	","Ahualulco de Mercado"
"14	","003	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","004	","0000	","Amacueca"
"14	","004	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","005	","0000	","Amatitán"
"14	","005	","0001	","Amatitán"
"14	","006	","0000	","Ameca"
"14	","006	","0001	","Ameca"
"14	","006	","0047	","San Antonio Matute"
"14	","006	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","006	","9999	","Localidad no especificada"
"14	","007	","0000	","San Juanito de Escobedo"
"14	","007	","0001	","San Juanito de Escobedo"
"14	","008	","0000	","Arandas"
"14	","008	","0001	","Arandas"
"14	","008	","0280	","Santa María del Valle"
"14	","008	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","008	","9999	","Localidad no especificada"
"14	","009	","0000	","El Arenal"
"14	","009	","0001	","El Arenal"
"14	","009	","0003	","Huaxtla"
"14	","009	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","010	","0000	","Atemajac de Brizuela"
"14	","010	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","011	","0000	","Atengo"
"14	","011	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","012	","0000	","Atenguillo"
"14	","012	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","013	","0000	","Atotonilco el Alto"
"14	","013	","0001	","Atotonilco el Alto"
"14	","013	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","013	","9999	","Localidad no especificada"
"14	","014	","0000	","Atoyac"
"14	","014	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","015	","0000	","Autlán de Navarro"
"14	","015	","0001	","Autlán de Navarro"
"14	","015	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","016	","0000	","Ayotlán"
"14	","016	","0001	","Ayotlán"
"14	","016	","0089	","Santa Rita"
"14	","016	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","016	","9999	","Localidad no especificada"
"14	","017	","0000	","Ayutla"
"14	","017	","0001	","Ayutla"
"14	","017	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","017	","9999	","Localidad no especificada"
"14	","018	","0000	","La Barca"
"14	","018	","0001	","La Barca"
"14	","018	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","018	","9999	","Localidad no especificada"
"14	","019	","0000	","Bolaños"
"14	","019	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","019	","9999	","Localidad no especificada"
"14	","020	","0000	","Cabo Corrientes"
"14	","020	","0001	","El Tuito"
"14	","020	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","021	","0000	","Casimiro Castillo"
"14	","021	","0001	","La Resolana"
"14	","021	","0003	","Lo Arado"
"14	","021	","0018	","Tecomates"
"14	","021	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","022	","0000	","Cihuatlán"
"14	","022	","0001	","Cihuatlán"
"14	","022	","0006	","Barra de Navidad"
"14	","022	","0033	","San Patricio (Melaque)"
"14	","022	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","023	","0000	","Zapotlán el Grande"
"14	","023	","0001	","Ciudad Guzmán"
